County,Year,Population,Index Count,Index Rate,Violent Count,Violent Rate,Property Count,Property Rate,Firearm Count,Firearm Rate
Rensselaer,2005,"154,298","4,421","2,865.2",490,317.6,"3,931","2,547.7",61,39.5
Rensselaer,2004,"154,304","4,318","2,798.4",488,316.3,"3,830","2,482.1",52,33.7
Rensselaer,2003,"153,560","4,636","3,019.0",528,343.8,"4,108","2,675.2",60,39.1
Rensselaer,2002,"153,993","4,953","3,216.4",547,355.2,"4,406","2,861.2",84,54.5
Rensselaer,2001,"152,819","4,662","3,050.7",458,299.7,"4,204","2,751.0",59,38.6
Rensselaer,2000,"157,936","4,881","3,090.5",481,304.6,"4,400","2,785.9",50,31.7
Rensselaer,1999,"152,868","4,774","3,123.0",461,301.6,"4,313","2,821.4",70,45.8
Rensselaer,1998,"154,688","4,883","3,156.7",413,267.0,"4,470","2,889.7",42,27.2
Rensselaer,1997,"156,057","5,483","3,513.5",531,340.3,"4,952","3,173.2",73,46.8
Rensselaer,1996,"156,474","6,044","3,862.6",503,321.5,"5,541","3,541.2",54,34.5
Rensselaer,1995,"156,057","5,565","3,566.0",463,296.7,"5,102","3,269.3",49,31.4
Rensselaer,1994,"156,853","5,405","3,445.9",483,307.9,"4,922","3,138.0",37,23.6
Rensselaer,1993,"157,098","5,678","3,614.3",471,299.8,"5,207","3,314.5",46,29.3
Rensselaer,1992,"155,523","5,661","3,640.0",375,241.1,"5,286","3,398.9",26,16.7
Rensselaer,1991,"155,003","5,500","3,548.3",459,296.1,"5,041","3,252.2",20,12.9
Rensselaer,1990,"154,429","5,438","3,521.4",401,259.7,"5,037","3,261.7",16,10.4
Richmond,2016,"475,474","6,313","1,327.7","1,589",334.2,"4,724",993.5,,
Richmond,2015,"476,611","6,465","1,356.5","1,651",346.4,"4,814","1,010.0",,
Richmond,2014,"474,540.528","6,865","1,446.7","1,551",326.8,"5,314","1,119.8",,
Richmond,2013,"470,183.056","7,234","1,538.5","1,658",352.6,"5,576","1,185.9",,
Richmond,2012,"475,282.4808","7,146","1,503.5","1,664",350.1,"5,482","1,153.4",,
Richmond,2011,"470,837","6,801","1,444.4","1,428",303.3,"5,373","1,141.2",,
Richmond,2010,"488,456","6,819","1,396.0","1,351",276.6,"5,468","1,119.4",,
Richmond,2009,"489,575","6,962","1,422.0","1,303",266.1,"5,659","1,155.9",,
Richmond,2008,"485,719","7,508","1,545.7","1,325",272.8,"6,183","1,273.0",,
Richmond,2007,"476,771","6,839","1,434.4","1,337",280.4,"5,502","1,154.0",,
Richmond,2006,"465,405","7,136","1,533.3","1,408",302.5,"5,728","1,230.8",,
Richmond,2005,"462,594","7,065","1,527.3","1,499",324.0,"5,566","1,203.2",,
Richmond,2004,"461,775","7,102","1,538.0","1,419",307.3,"5,683","1,230.7",,
Richmond,2003,"461,590","6,957","1,507.2","1,297",281.0,"5,660","1,226.2",,
Richmond,2002,"420,404","7,848","1,866.8","1,426",339.2,"6,422","1,527.6",,
Richmond,2001,"417,196","7,693","1,844.0","1,479",354.5,"6,214","1,489.5",141,33.8
Richmond,2000,"402,819","8,605","2,136.2","1,714",425.5,"6,891","1,710.7",242,60.1
Richmond,1999,"386,322","8,617","2,230.5","1,547",400.4,"7,070","1,830.1",200,51.8
Richmond,1998,"382,604","9,060","2,368.0","1,855",484.8,"7,205","1,883.1",182,47.6
Richmond,1997,"380,665","11,346","2,980.6","2,571",675.4,"8,775","2,305.2",271,71.2
Richmond,1996,"381,658","11,951","3,131.3","2,523",661.1,"9,428","2,470.3",382,100.1
Richmond,1995,"380,616","13,829","3,633.3","2,749",722.3,"11,080","2,911.1",480,126.1
Richmond,1994,"381,484","17,966","4,709.5","3,189",835.9,"14,777","3,873.6",764,200.3
Richmond,1993,"382,057","18,203","4,764.5","3,347",876.0,"14,856","3,888.4","1,029",269.3
Richmond,1992,"382,706","18,144","4,741.0","3,319",867.2,"14,825","3,873.7","1,005",262.6
Richmond,1991,"382,201","19,809","5,182.9","3,127",818.2,"16,682","4,364.7",798,208.8
Richmond,1990,"380,774","21,853","5,739.1","3,092",812.0,"18,761","4,927.1",675,177.3
Rockland,2016,"326,643","3,557","1,089.0",384,117.6,"3,173",971.4,30,9.2
Rockland,2015,"326,136","3,763","1,153.8",482,147.8,"3,281","1,006.0",34,10.4
Rockland,2014,"323,543","3,710","1,146.7",370,114.4,"3,340","1,032.3",30,9.3
Rockland,2013,"319,900","3,805","1,189.4",395,123.5,"3,410","1,066.0",31,9.7
Rockland,2012,"316,859","4,325","1,365.0",501,158.1,"3,824","1,206.8",57,18.0
Rockland,2011,"313,088","4,567","1,458.7",554,176.9,"4,013","1,281.7",44,14.1
Rockland,2010,"298,092","4,766","1,598.8",460,154.3,"4,306","1,444.5",61,20.5
Rockland,2009,"299,944","4,988","1,663.0",473,157.7,"4,515","1,505.3",60,20.0
Rockland,2008,"298,129","5,047","1,692.9",542,181.8,"4,505","1,511.1",36,12.1
Rockland,2007,"295,219","4,477","1,516.5",545,184.6,"3,932","1,331.9",35,11.9
Rockland,2006,"293,700","4,746","1,615.9",507,172.6,"4,239","1,443.3",32,10.9
Rockland,2005,"294,047","4,758","1,618.1",541,184.0,"4,217","1,434.1",45,15.3
Rockland,2004,"293,553","5,232","1,782.3",571,194.5,"4,661","1,587.8",63,21.5
Rockland,2003,"292,331","4,946","1,691.9",554,189.5,"4,392","1,502.4",58,19.8
Rockland,2002,"289,489","5,409","1,868.5",649,224.2,"4,760","1,644.3",58,20.0
Rockland,2001,"287,281","6,099","2,123.0",719,250.3,"5,380","1,872.7",56,19.5
Rockland,2000,"296,194","6,009","2,028.7",635,214.4,"5,374","1,814.4",59,19.9
Rockland,1999,"281,668","6,707","2,381.2",739,262.4,"5,968","2,118.8",76,27.0
Rockland,1998,"280,448","7,012","2,500.3",710,253.2,"6,302","2,247.1",77,27.5
Rockland,1997,"274,363","7,437","2,710.6",746,271.9,"6,691","2,438.7",88,32.1
Rockland,1996,"275,095","7,797","2,834.3",658,239.2,"7,139","2,595.1",57,20.7
Rockland,1995,"274,361","8,587","3,129.8",767,279.6,"7,820","2,850.3",93,33.9
Rockland,1994,"271,737","7,378","2,715.1",659,242.5,"6,719","2,472.6",70,25.8
Rockland,1993,"272,163","7,648","2,810.1",618,227.1,"7,030","2,583.0",85,31.2
Rockland,1992,"267,362","7,715","2,885.6",730,273.0,"6,985","2,612.6",102,38.2
Rockland,1991,"266,466","7,910","2,968.5",787,295.3,"7,123","2,673.1",79,29.6
Rockland,1990,"265,475","8,508","3,204.8",709,267.1,"7,799","2,937.8",42,15.8
Saratoga,2016,"225,997","2,807","1,242.1",252,111.5,"2,555","1,130.5",13,5.8
Saratoga,2015,"225,720","2,841","1,258.6",256,113.4,"2,585","1,145.2",9,4.0
Saratoga,2014,"225,201","2,964","1,316.2",165,73.3,"2,799","1,242.9",12,5.3
Saratoga,2013,"223,105","3,115","1,396.2",256,114.7,"2,942","1,318.7",22,9.9
Saratoga,2012,"222,074","3,241","1,459.4",153,68.9,"3,088","1,390.5",13,5.9
Saratoga,2011,"220,594","3,075","1,394.0",132,59.8,"2,943","1,334.1",8,3.6
Saratoga,2010,"219,519","3,236","1,474.1",151,68.8,"3,085","1,405.3",4,1.8
Saratoga,2009,"218,936","2,923","1,335.1",173,79.0,"2,750","1,256.1",15,6.9
Saratoga,2008,"217,656","3,140","1,442.6",161,74.0,"2,979","1,368.7",9,4.1
Saratoga,2007,"216,944","3,033","1,398.1",205,94.5,"2,828","1,303.6",5,2.3
Saratoga,2006,"215,434","3,287","1,525.8",244,113.3,"3,043","1,412.5",10,4.6
Saratoga,2005,"213,011","2,870","1,347.3",269,126.3,"2,601","1,221.1",13,6.1
Saratoga,2004,"210,222","2,851","1,356.2",248,118.0,"2,603","1,238.2",11,5.2
Saratoga,2003,"207,487","2,629","1,267.1",197,94.9,"2,432","1,172.1",13,6.3
Saratoga,2002,"202,550","2,860","1,412.0",262,129.4,"2,598","1,282.6",28,13.8
Saratoga,2001,"201,004","3,168","1,576.1",265,131.8,"2,903","1,444.2",32,15.9
Saratoga,2000,"208,293","3,026","1,452.8",263,126.3,"2,763","1,326.5",15,7.2
Saratoga,1999,"197,838","2,935","1,483.5",218,110.2,"2,717","1,373.3",14,7.1
Saratoga,1998,"196,997","3,011","1,528.4",209,106.1,"2,802","1,422.4",8,4.1
Saratoga,1997,"192,531","3,152","1,637.1",237,123.1,"2,915","1,514.0",16,8.3
Saratoga,1996,"193,045","4,382","2,269.9",524,271.4,"3,858","1,998.5",11,5.7
Saratoga,1995,"192,530","4,286","2,226.1",519,269.6,"3,767","1,956.6",16,8.3
Saratoga,1994,"189,002","4,154","2,197.9",456,241.3,"3,698","1,956.6",12,6.3
Saratoga,1993,"189,298","4,277","2,259.4",517,273.1,"3,760","1,986.3",20,10.6
Saratoga,1992,"182,561","5,165","2,829.2",566,310.0,"4,599","2,519.2",23,12.6
Saratoga,1991,"181,951","5,292","2,908.5",558,306.7,"4,734","2,601.8",19,10.4
Saratoga,1990,"181,276","5,152","2,842.1",476,262.6,"4,676","2,579.5",12,6.6
Schenectady,2016,"153,524","4,665","3,038.6",693,451.4,"3,972","2,587.2",104,67.7
Schenectady,2015,"155,634","4,210","2,705.1",509,327.0,"3,701","2,378.0",92,59.1
Schenectady,2014,"155,678","5,093","3,271.5",599,384.8,"4,494","2,886.7",103,66.2
Schenectady,2013,"155,367","5,377","3,460.8",173,111.3,"4,703","3,027.0",116,74.7
Schenectady,2012,"155,895","5,591","3,586.4",691,443.2,"4,900","3,143.1",102,65.4
Schenectady,2011,"155,422","5,529","3,557.4",687,442.0,"4,842","3,114.7",126,81.1
Schenectady,2010,"151,036","6,021","3,986.5",748,495.2,"5,273","3,491.2",145,96.0
Schenectady,2009,"151,942","5,830","3,837.0",652,429.1,"5,178","3,407.9",129,84.9
Schenectady,2008,"151,325","5,643","3,729.1",740,489.0,"4,903","3,240.0",174,115.0
Schenectady,2007,"150,599","5,355","3,555.8",689,457.5,"4,666","3,098.3",133,88.3
Schenectady,2006,"149,477","6,185","4,137.8",799,534.5,"5,386","3,603.2",157,105.0
Schenectady,2005,"148,254","5,764","3,887.9",708,477.6,"5,056","3,410.4",154,103.9
Schenectady,2004,"147,573","5,418","3,671.4",613,415.4,"4,805","3,256.0",125,84.7
Schenectady,2003,"147,370","4,788","3,249.0",554,375.9,"4,234","2,873.0",115,78.0
Schenectady,2002,"147,953","5,157","3,485.6",563,380.5,"4,594","3,105.0",104,70.3
Schenectady,2001,"146,825","5,478","3,731.0",619,421.6,"4,859","3,309.4",111,75.6
Schenectady,2000,"150,037","5,285","3,522.5",559,372.6,"4,726","3,149.9",109,72.6
Schenectady,1999,"145,701","5,425","3,723.4",570,391.2,"4,855","3,332.2",55,37.7
Schenectady,1998,"147,533","5,620","3,809.3",563,381.6,"5,057","3,427.7",64,43.4
Schenectady,1997,"149,311","5,676","3,801.5",501,335.5,"5,175","3,465.9",79,52.9
Schenectady,1996,"149,708","6,122","4,089.3",557,372.1,"5,565","3,717.2",88,58.8
Schenectady,1995,"149,307","6,645","4,450.6",616,412.6,"6,029","4,038.0",91,60.9
Schenectady,1994,"150,601","6,813","4,523.9",783,519.9,"6,030","4,004.0",95,63.1
Schenectady,1993,"150,837","6,406","4,247.0",744,493.2,"5,662","3,753.7",56,37.1
Schenectady,1992,"150,345","6,944","4,618.7",924,614.6,"6,020","4,004.1",64,42.6
Schenectady,1991,"149,842","6,364","4,247.1",642,428.5,"5,722","3,818.7",43,28.7
Schenectady,1990,"149,285","5,924","3,968.2",387,259.2,"5,537","3,709.0",37,24.8
Schoharie,2016,"30,860",385,"1,247.6",36,116.7,349,"1,130.9",2,6.5
Schoharie,2015,"31,235",402,"1,287.0",38,121.7,364,"1,165.4",5,16.0
Schoharie,2014,"31,691",380,"1,199.1",11,34.7,369,"1,164.4",0,0.0
Schoharie,2013,"31,944",536,"1,677.9",674,"2,109.9",509,"1,593.4",3,9.4
Schoharie,2012,"32,754",494,"1,508.2",19,58.0,475,"1,450.2",4,12.2
Schoharie,2011,"32,896",433,"1,316.3",15,45.6,418,"1,270.7",3,9.1
Schoharie,2010,"31,169",467,"1,498.3",17,54.5,450,"1,443.7",1,3.2
Schoharie,2009,"31,936",572,"1,791.1",27,84.5,545,"1,706.5",3,9.4
Schoharie,2008,"32,113",605,"1,884.0",22,68.5,583,"1,815.5",1,3.1
Schoharie,2007,"32,193",567,"1,761.3",33,102.5,534,"1,658.7",1,3.1
Schoharie,2006,"32,363",479,"1,480.1",28,86.5,451,"1,393.6",2,6.2
Schoharie,2005,"32,058",498,"1,553.4",33,102.9,465,"1,450.5",5,15.6
Schoharie,2004,"31,746",523,"1,647.5",45,141.8,478,"1,505.7",0,0.0
Schoharie,2003,"31,909",648,"2,030.8",40,125.4,608,"1,905.4",3,9.4
Schoharie,2002,"31,884",640,"2,007.3",67,210.1,573,"1,797.1",3,9.4
Schoharie,2001,"31,640",633,"2,000.6",46,145.4,587,"1,855.2",8,25.3
Schoharie,2000,"33,424",555,"1,660.5",26,77.8,529,"1,582.7",1,3.0
Schoharie,1999,"32,476",513,"1,579.6",43,132.4,470,"1,447.2",7,21.6
Schoharie,1998,"32,551",470,"1,443.9",33,101.4,437,"1,342.5",2,6.1
Schoharie,1997,"32,973",526,"1,595.2",39,118.3,487,"1,477.0",1,3.0
Schoharie,1996,"33,062",588,"1,778.5",45,136.1,543,"1,642.4",6,18.1
Schoharie,1995,"32,975",586,"1,777.1",51,154.7,535,"1,622.4",1,3.0
Schoharie,1994,"32,605",540,"1,656.2",47,144.1,493,"1,512.0",0,0.0
Schoharie,1993,"32,656",587,"1,797.5",49,150.0,538,"1,647.5",3,9.2
Schoharie,1992,"32,082",683,"2,128.9",59,183.9,624,"1,945.0",1,3.1
Schoharie,1991,"31,976",741,"2,317.4",57,178.3,684,"2,139.1",1,3.1
Schoharie,1990,"31,859",749,"2,351.0",52,163.2,697,"2,187.8",2,6.3
Schuyler,2016,"18,042",118,654.0,13,72.1,105,582.0,3,16.6
Schuyler,2015,"18,488",149,805.9,14,75.7,135,730.2,0,0.0
Schuyler,2014,"18,529",165,890.5,10,54.0,155,836.5,1,5.4
Schuyler,2013,"18,604",165,886.9,27,145.1,151,811.7,6,32.3
Schuyler,2012,"18,460",185,"1,002.2",21,113.8,164,888.4,6,32.5
Schuyler,2011,"18,425",172,933.5,18,97.7,154,835.8,3,16.3
Schuyler,2010,"18,455",198,"1,072.9",11,59.6,187,"1,013.3",0,0.0
Schuyler,2009,"18,839",174,923.6,18,95.5,156,828.1,4,21.2
Schuyler,2008,"18,989",207,"1,090.1",15,79.0,192,"1,011.1",1,5.3
Schuyler,2007,"19,382",167,861.6,19,98.0,148,763.6,1,5.2
Schuyler,2006,"19,394",213,"1,098.3",12,61.9,201,"1,036.4",1,5.2
Schuyler,2005,"19,533",341,"1,745.8",30,153.6,311,"1,592.2",2,10.2
Schuyler,2004,"19,492",347,"1,780.2",12,61.6,335,"1,718.7",6,30.8
Schuyler,2003,"19,408",322,"1,659.1",21,108.2,301,"1,550.9",5,25.8
Schuyler,2002,"19,407",324,"1,669.5",29,149.4,295,"1,520.1",7,36.1
Schuyler,2001,"19,259",390,"2,025.0",31,161.0,359,"1,864.1",5,26.0
Schuyler,2000,"20,053",423,"2,109.4",21,104.7,402,"2,004.7",5,24.9
Schuyler,1999,"19,147",451,"2,355.5",26,135.8,425,"2,219.7",3,15.7
Schuyler,1998,"19,202",359,"1,869.6",10,52.1,349,"1,817.5",2,10.4
Schuyler,1997,"18,977",318,"1,675.7",16,84.3,302,"1,591.4",1,5.3
Schuyler,1996,"19,028",351,"1,844.6",22,115.6,329,"1,729.0",0,0.0
Schuyler,1995,"18,977",504,"2,655.8",38,200.2,466,"2,455.6",0,0.0
Schuyler,1994,"18,958",338,"1,782.9",36,189.9,302,"1,593.0",1,5.3
Schuyler,1993,"18,988",428,"2,254.1",38,200.1,390,"2,053.9",2,10.5
Schuyler,1992,"18,793",496,"2,639.3",35,186.2,461,"2,453.0",4,21.3
Schuyler,1991,"18,731",583,"3,112.5",30,160.2,553,"2,952.3",3,16.0
Schuyler,1990,"18,662",646,"3,461.6",19,101.8,627,"3,359.8",3,16.1
Seneca,2016,"34,522",641,"1,856.8",67,194.1,574,"1,662.7",5,14.5
Seneca,2015,"34,726",729,"2,099.3",62,178.5,667,"1,920.8",4,11.5
Seneca,2014,"35,503",721,"2,030.8",57,160.5,664,"1,870.3",2,5.6
Seneca,2013,"35,375",794,"2,244.5",14,39.6,732,"2,069.3",5,14.1
Seneca,2012,"35,388",853,"2,410.4",59,166.7,794,"2,243.7",2,5.7
Seneca,2011,"35,409",681,"1,923.2",63,177.9,618,"1,745.3",3,8.5
Seneca,2010,"33,740",660,"1,956.1",52,154.1,608,"1,802.0",1,3.0
Seneca,2009,"34,162",651,"1,905.6",48,140.5,603,"1,765.1",5,14.6
Seneca,2008,"34,332",665,"1,937.0",46,134.0,619,"1,803.0",5,14.6
Seneca,2007,"34,827",565,"1,622.3",46,132.1,519,"1,490.2",2,5.7
Seneca,2006,"34,948",590,"1,688.2",46,131.6,544,"1,556.6",1,2.9
Seneca,2005,"35,125",587,"1,671.2",37,105.3,550,"1,565.8",0,0.0
Seneca,2004,"35,251",586,"1,662.4",37,105.0,549,"1,557.4",0,0.0
Seneca,2003,"35,035",606,"1,729.7",44,125.6,562,"1,604.1",0,0.0
Seneca,2002,"33,661",636,"1,889.4",55,163.4,581,"1,726.0",0,0.0
Seneca,2001,"33,403",606,"1,814.2",57,170.6,549,"1,643.6",4,12.0
Seneca,2000,"33,293",689,"2,069.5",31,93.1,658,"1,976.4",2,6.0
Seneca,1999,"31,980",671,"2,098.2",40,125.1,631,"1,973.1",1,3.1
Seneca,1998,"32,888",792,"2,408.2",66,200.7,726,"2,207.5",4,12.2
Seneca,1997,"32,573",749,"2,299.5",53,162.7,696,"2,136.7",1,3.1
Seneca,1996,"32,661",785,"2,403.5",46,140.8,739,"2,262.6",3,9.2
Seneca,1995,"32,576",791,"2,428.2",43,132.0,748,"2,296.2",3,9.2
Seneca,1994,"33,645",787,"2,339.1",47,139.7,740,"2,199.4",0,0.0
Seneca,1993,"33,701",656,"1,946.5",44,130.6,612,"1,816.0",0,0.0
Seneca,1992,"33,920",703,"2,072.5",36,106.1,667,"1,966.4",1,2.9
Seneca,1991,"33,807",808,"2,390.0",54,159.7,754,"2,230.3",3,8.9
Seneca,1990,"33,683",793,"2,354.3",52,154.4,741,"2,199.9",1,3.0
St Lawrence,2016,"110,113","1,739","1,579.3",173,157.1,"1,566","1,422.2",14,12.7
St Lawrence,2015,"111,077","1,669","1,502.6",143,128.7,"1,526","1,373.8",7,6.3
St Lawrence,2014,"112,184","1,759","1,568.0",97,86.5,"1,662","1,481.5",2,1.8
St Lawrence,2013,"112,480","1,965","1,747.0",62,55.1,"1,853","1,647.4",12,10.7
St Lawrence,2012,"112,293","2,241","1,995.7",122,108.6,"2,119","1,887.0",14,12.5
St Lawrence,2011,"112,447","2,515","2,236.6",143,127.2,"2,372","2,109.4",26,23.1
St Lawrence,2010,"108,273","2,482","2,292.4",141,130.2,"2,341","2,162.1",14,12.9
St Lawrence,2009,"109,430","1,818","1,661.3",194,177.3,"1,624","1,484.1",14,12.8
St Lawrence,2008,"109,530","2,327","2,124.5",210,191.7,"2,117","1,932.8",6,5.5
St Lawrence,2007,"110,894","2,318","2,090.3",196,176.7,"2,122","1,913.5",9,8.1
St Lawrence,2006,"111,678","2,699","2,416.8",158,141.5,"2,541","2,275.3",8,7.2
St Lawrence,2005,"111,465","2,673","2,398.1",174,156.1,"2,499","2,242.0",6,5.4
St Lawrence,2004,"111,870","2,644","2,363.5",144,128.7,"2,500","2,234.7",6,5.4
St Lawrence,2003,"111,362","2,579","2,315.9",216,194.0,"2,363","2,121.9",8,7.2
St Lawrence,2002,"112,999","2,523","2,232.8",264,233.6,"2,259","1,999.1",8,7.1
St. Lawrence,2001,"112,137","2,526","2,252.6",225,200.6,"2,301","2,052.0",6,5.4
St. Lawrence,2000,"117,690","2,808","2,385.9",234,198.8,"2,574","2,187.1",10,8.5
St. Lawrence,1999,"113,821","2,848","2,502.2",197,173.1,"2,651","2,329.1",6,5.3
St. Lawrence,1998,"114,420","3,008","2,628.9",189,165.2,"2,819","2,463.7",8,7.0
St. Lawrence,1997,"115,274","3,166","2,746.5",206,178.7,"2,960","2,567.8",4,3.5
St. Lawrence,1996,"115,583","3,266","2,825.7",194,167.8,"3,072","2,657.8",6,5.2
St. Lawrence,1995,"115,276","3,210","2,784.6",205,177.8,"3,005","2,606.8",7,6.1
St. Lawrence,1994,"114,189","3,446","3,017.8",208,182.2,"3,238","2,835.6",7,6.1
St. Lawrence,1993,"114,369","3,447","3,013.9",218,190.6,"3,229","2,823.3",10,8.7
St. Lawrence,1992,"112,764","3,810","3,378.7",233,206.6,"3,577","3,172.1",8,7.1
St. Lawrence,1991,"112,389","3,853","3,428.3",209,186.0,"3,644","3,242.3",4,3.6
St. Lawrence,1990,"111,974","3,541","3,162.3",281,251.0,"3,260","2,911.4",8,7.1
Steuben,2016,"96,718","1,489","1,539.5",187,193.3,"1,302","1,346.2",8,8.3
Steuben,2015,"98,066","1,577","1,608.1",186,189.7,"1,391","1,418.4",13,13.3
Steuben,2014,"98,730","1,536","1,555.8",115,116.5,"1,421","1,439.3",5,5.1
Steuben,2013,"99,222","1,533","1,545.0",112,112.9,"1,410","1,421.1",8,8.1
Steuben,2012,"99,568","1,837","1,845.0",156,156.7,"1,681","1,688.3",7,7.0
Steuben,2011,"99,435","1,687","1,696.6",138,138.8,"1,549","1,557.8",9,9.1
Steuben,2010,"95,252","1,837","1,928.6",164,172.2,"1,673","1,756.4",8,8.4
Steuben,2009,"96,303","1,401","1,454.8",134,139.1,"1,267","1,315.6",3,3.1
Steuben,2008,"96,608","1,498","1,550.6",161,166.7,"1,337","1,383.9",1,1.0
Steuben,2007,"97,881","1,551","1,584.6",160,163.5,"1,391","1,421.1",4,4.1
Steuben,2006,"98,896","1,770","1,789.8",259,261.9,"1,511","1,527.9",10,10.1
Steuben,2005,"98,956","2,153","2,175.7",202,204.1,"1,951","1,971.6",3,3.0
Steuben,2004,"99,203","2,093","2,109.8",188,189.5,"1,905","1,920.3",10,10.1
Steuben,2003,"99,482","1,516","1,523.9",126,126.7,"1,390","1,397.2",7,7.0
Steuben,2002,"99,668","1,417","1,421.7",122,122.4,"1,295","1,299.3",6,6.0
Steuben,2001,"98,908","2,025","2,047.4",120,121.3,"1,905","1,926.0",6,6.1
Steuben,2000,"101,886","2,049","2,011.1",137,134.5,"1,912","1,876.6",6,5.9
Steuben,1999,"98,065","2,427","2,474.9",186,189.7,"2,241","2,285.2",4,4.1
Steuben,1998,"99,265","2,725","2,745.2",178,179.3,"2,547","2,565.9",9,9.1
Steuben,1997,"100,424","2,937","2,924.6",216,215.1,"2,721","2,709.5",6,6.0
Steuben,1996,"100,697","2,880","2,860.1",204,202.6,"2,676","2,657.5",7,7.0
Steuben,1995,"100,432","3,466","3,451.1",214,213.1,"3,252","3,238.0",9,9.0
Steuben,1994,"100,455","3,303","3,288.0",221,220.0,"3,082","3,068.0",10,10.0
Steuben,1993,"100,617","3,004","2,985.6",205,203.7,"2,799","2,781.8",9,8.9
Steuben,1992,"99,783","3,439","3,446.5",244,244.5,"3,195","3,201.9",8,8.0
Steuben,1991,"99,454","3,509","3,528.3",200,201.1,"3,309","3,327.2",4,4.0
Steuben,1990,"99,088","3,410","3,441.4",246,248.3,"3,164","3,193.1",6,6.1
Suffolk,2016,"1,492,991","22,198","1,486.8","1,817",121.7,"20,381","1,365.1",409,27.4
Suffolk,2015,"1,502,075","24,496","1,630.8","2,010",133.8,"22,486","1,497.0",474,31.6
Suffolk,2014,"1,503,376","26,115","1,737.1","1,764",117.3,"24,351","1,619.8",360,23.9
Suffolk,2013,"1,502,540","26,374","1,755.3",123,8.2,"24,444","1,626.8",409,27.2
Suffolk,2012,"1,506,906","28,872","1,916.0","2,127",141.2,"26,745","1,774.8",437,29.0
Suffolk,2011,"1,500,062","31,406","2,093.6","2,217",147.8,"29,189","1,945.9",530,35.3
Suffolk,2010,"1,511,183","32,638","2,159.8","2,377",157.3,"30,261","2,002.5",542,35.9
Suffolk,2009,"1,521,962","32,604","2,142.2","2,740",180.0,"29,864","1,962.2",582,38.2
Suffolk,2008,"1,522,727","34,015","2,233.8","2,613",171.6,"31,402","2,062.2",568,37.3
Suffolk,2007,"1,472,242","31,374","2,131.0","2,657",180.5,"28,717","1,950.6",549,37.3
Suffolk,2006,"1,478,876","32,596","2,204.1","3,100",209.6,"29,496","1,994.5",619,41.9
Suffolk,2005,"1,477,602","32,092","2,171.9","3,109",210.4,"28,983","1,961.5",680,46.0
Suffolk,2004,"1,470,865","32,016","2,176.7","2,844",193.4,"29,172","1,983.3",512,34.8
Suffolk,2003,"1,461,136","35,391","2,422.2","2,975",203.6,"32,416","2,218.5",618,42.3
Suffolk,2002,"1,432,913","36,706","2,561.6","3,123",217.9,"33,583","2,343.7",600,41.9
Suffolk,2001,"1,421,981","37,655","2,648.1","3,326",233.9,"34,329","2,414.2",662,46.6
Suffolk,2000,"1,443,155","36,411","2,523.0","3,049",211.3,"33,362","2,311.7",473,32.8
Suffolk,1999,"1,372,876","37,443","2,727.3","2,430",177.0,"35,013","2,550.3",341,24.8
Suffolk,1998,"1,365,477","41,516","3,040.4","2,730",199.9,"38,786","2,840.5",372,27.2
Suffolk,1997,"1,345,293","44,265","3,290.4","2,513",186.8,"41,752","3,103.6",402,29.9
Suffolk,1996,"1,348,867","45,231","3,353.3","2,567",190.3,"42,664","3,163.0",452,33.5
Suffolk,1995,"1,345,242","47,187","3,507.7","2,758",205.0,"44,429","3,302.7",479,35.6
Suffolk,1994,"1,342,613","51,720","3,852.2","3,154",234.9,"48,566","3,617.3",642,47.8
Suffolk,1993,"1,344,696","59,241","4,405.5","3,799",282.5,"55,442","4,123.0",895,66.6
Suffolk,1992,"1,331,288","64,042","4,810.5","4,218",316.8,"59,824","4,493.7",938,70.5
Suffolk,1991,"1,326,812","67,697","5,102.2","3,989",300.6,"63,708","4,801.6",829,62.5
Suffolk,1990,"1,321,864","61,300","4,637.4","3,786",286.4,"57,514","4,351.0",651,49.2
Sullivan,2016,"73,885","1,226","1,659.3",198,268.0,"1,028","1,391.4",22,29.8
Sullivan,2015,"75,425","1,331","1,764.7",171,226.7,"1,160","1,538.0",15,19.9
Sullivan,2014,"76,591","1,644","2,146.5",157,205.0,"1,487","1,941.5",23,30.0
Sullivan,2013,"76,673","1,718","2,240.7","1,930","2,517.2","1,546","2,016.4",23,30.0
Sullivan,2012,"77,315","1,931","2,497.6",181,234.1,"1,750","2,263.5",26,33.6
Sullivan,2011,"77,896","1,940","2,490.5",201,258.0,"1,739","2,232.5",24,30.8
Sullivan,2010,"75,137","1,708","2,273.2",219,291.5,"1,489","1,981.7",18,24.0
Sullivan,2009,"76,387","1,544","2,021.3",186,243.5,"1,358","1,777.8",15,19.6
Sullivan,2008,"76,571","1,806","2,358.6",195,254.7,"1,611","2,103.9",11,14.4
Sullivan,2007,"76,742","2,067","2,693.4",268,349.2,"1,799","2,344.2",19,24.8
Sullivan,2006,"76,744","2,004","2,611.3",291,379.2,"1,713","2,232.1",26,33.9
Sullivan,2005,"76,219","2,221","2,914.0",260,341.1,"1,961","2,572.8",22,28.9
Sullivan,2004,"75,092","1,880","2,503.6",273,363.6,"1,607","2,140.0",17,22.6
Sullivan,2003,"74,399","2,106","2,830.7",294,395.2,"1,812","2,435.5",17,22.8
Sullivan,2002,"74,672","1,837","2,460.1",256,342.8,"1,581","2,117.3",30,40.2
