County,Year,Population,Index Count,Index Rate,Violent Count,Violent Rate,Property Count,Property Rate,Firearm Count,Firearm Rate
New York,2010,"1,618,207","51,297","3,170.0","8,829",545.6,"42,468","2,624.4",,
New York,2009,"1,642,066","52,899","3,221.5","8,710",530.4,"44,189","2,691.1",,
New York,2008,"1,634,686","54,731","3,348.1","9,176",561.3,"45,555","2,786.8",,
New York,2007,"1,611,158","55,098","3,419.8","10,055",624.1,"45,043","2,795.7",,
New York,2006,"1,600,341","56,255","3,515.2","10,662",666.2,"45,593","2,849.0",,
New York,2005,"1,590,675","59,682","3,752.0","11,180",702.8,"48,502","3,049.1",,
New York,2004,"1,563,556","62,731","4,012.1","11,414",730.0,"51,317","3,282.1",,
New York,2003,"1,546,731","64,456","4,167.2","12,179",787.4,"52,277","3,379.8",,
New York,2002,"1,641,192","68,152","4,152.6","13,211",805.0,"54,941","3,347.6",,
New York,2001,"1,628,673","72,996","4,481.9","14,248",874.8,"58,748","3,607.1","1,606",98.6
New York,2000,"1,572,542","79,279","5,041.5","15,583",990.9,"63,696","4,050.5","1,787",113.6
New York,1999,"1,508,140","81,613","5,411.5","16,179","1,072.8","65,434","4,338.7","2,078",137.8
New York,1998,"1,493,622","89,805","6,012.6","18,054","1,208.7","71,751","4,803.8","2,136",143.0
New York,1997,"1,486,057","100,253","6,746.2","20,174","1,357.6","80,079","5,388.7","2,714",182.6
New York,1996,"1,489,938","107,398","7,208.2","22,006","1,477.0","85,392","5,731.2","3,725",250.0
New York,1995,"1,485,868","123,638","8,320.9","25,095","1,688.9","98,543","6,632.0","4,565",307.2
New York,1994,"1,489,253","151,083","10,144.9","31,895","2,141.7","119,188","8,003.2","7,541",506.4
New York,1993,"1,491,493","172,021","11,533.5","35,470","2,378.2","136,551","9,155.3","8,766",587.7
New York,1992,"1,497,145","187,947","12,553.7","37,788","2,524.0","150,159","10,029.7","9,623",642.8
New York,1991,"1,492,055","209,177","14,019.4","41,209","2,761.9","167,968","11,257.5","10,741",719.9
New York,1990,"1,486,480","217,786","14,651.1","44,434","2,989.2","173,352","11,661.9","10,304",693.2
Niagara,2016,"210,491","6,135","2,914.6",845,401.4,"5,290","2,513.2",161,76.5
Niagara,2015,"212,368","5,918","2,786.7",779,366.8,"5,139","2,419.9",145,68.3
Niagara,2014,"214,023","6,224","2,908.1",798,372.9,"5,426","2,535.2",183,85.5
Niagara,2013,"214,912","6,654","3,096.2",798,371.3,"5,856","2,724.8",150,69.8
Niagara,2012,"217,177","6,954","3,202.0",819,377.1,"6,135","2,824.9",144,66.3
Niagara,2011,"217,442","7,234","3,326.9",811,373.0,"6,423","2,953.9",139,63.9
Niagara,2010,"211,650","7,209","3,406.1",835,394.5,"6,374","3,011.6",124,58.6
Niagara,2009,"213,831","7,173","3,354.5",847,396.1,"6,326","2,958.4",135,63.1
Niagara,2008,"214,193","7,167","3,346.0",763,356.2,"6,404","2,989.8",107,50.0
Niagara,2007,"215,039","6,955","3,234.3",763,354.8,"6,192","2,879.5",104,48.4
Niagara,2006,"217,589","7,120","3,272.2",900,413.6,"6,220","2,858.6",175,80.4
Niagara,2005,"218,372","7,297","3,341.5",970,444.2,"6,327","2,897.3",208,95.3
Niagara,2004,"218,570","7,860","3,596.1",895,409.5,"6,965","3,186.6",135,61.8
Niagara,2003,"218,470","7,613","3,484.7",879,402.3,"6,734","3,082.3",122,55.8
Niagara,2002,"221,944","7,964","3,588.3",815,367.2,"7,149","3,221.1",110,49.6
Niagara,2001,"220,251","7,946","3,607.7",733,332.8,"7,213","3,274.9",119,54.0
Niagara,2000,"225,428","7,259","3,220.1",725,321.6,"6,534","2,898.5",79,35.0
Niagara,1999,"218,326","7,391","3,385.3",734,336.2,"6,657","3,049.1",115,52.7
Niagara,1998,"220,711","8,762","3,969.9",930,421.4,"7,832","3,548.5",120,54.4
Niagara,1997,"221,217","9,300","4,204.0","1,027",464.3,"8,273","3,739.8",101,45.7
Niagara,1996,"221,806","9,123","4,113.1",878,395.8,"8,245","3,717.2",71,32.0
Niagara,1995,"221,211","9,372","4,236.7",865,391.0,"8,507","3,845.6",87,39.3
Niagara,1994,"222,338","9,366","4,212.5",860,386.8,"8,506","3,825.7",82,36.9
Niagara,1993,"222,685","9,901","4,446.2",950,426.6,"8,951","4,019.6",85,38.2
Niagara,1992,"222,326","10,088","4,537.5","1,087",488.9,"9,001","4,048.6",79,35.5
Niagara,1991,"221,581","10,165","4,587.5",930,419.7,"9,235","4,167.8",78,35.2
Niagara,1990,"220,756","9,810","4,443.8",986,446.6,"8,824","3,997.2",73,33.1
Oneida,2016,"230,500","5,220","2,264.6",654,283.7,"4,566","1,980.9",110,47.7
Oneida,2015,"231,920","5,453","2,351.2",583,251.4,"4,870","2,099.9",109,47.0
Oneida,2014,"233,634","5,766","2,468.0",560,239.7,"5,206","2,228.3",155,66.3
Oneida,2013,"233,394","5,989","2,566.0",537,230.1,"5,452","2,336.0",96,41.1
Oneida,2012,"235,552","6,389","2,712.4",595,252.6,"5,794","2,459.8",90,38.2
Oneida,2011,"235,934","5,938","2,516.8",550,233.1,"5,388","2,283.7",94,39.8
Oneida,2010,"228,059","6,238","2,735.3",587,257.4,"5,651","2,477.9",115,50.4
Oneida,2009,"231,141","6,565","2,840.3",644,278.6,"5,921","2,561.6",136,58.8
Oneida,2008,"231,868","6,610","2,850.8",672,289.8,"5,938","2,560.9",152,65.6
Oneida,2007,"233,118","6,915","2,966.3",700,300.3,"6,215","2,666.0",126,54.0
Oneida,2006,"234,732","6,369","2,713.3",664,282.9,"5,705","2,430.4",107,45.6
Oneida,2005,"235,299","6,301","2,677.9",514,218.4,"5,787","2,459.4",53,22.5
Oneida,2004,"234,825","6,398","2,724.6",546,232.5,"5,852","2,492.1",63,26.8
Oneida,2003,"235,366","6,394","2,716.6",700,297.4,"5,694","2,419.2",117,49.7
Oneida,2002,"237,716","6,787","2,855.1",689,289.8,"6,098","2,565.2",97,40.8
Oneida,2001,"235,902","6,726","2,851.2",602,255.2,"6,124","2,596.0",90,38.2
Oneida,2000,"239,559","6,451","2,692.9",577,240.9,"5,874","2,452.0",118,49.3
Oneida,1999,"230,898","6,588","2,853.2",523,226.5,"6,065","2,626.7",87,37.7
Oneida,1998,"233,677","7,237","3,097.0",630,269.6,"6,607","2,827.4",88,37.7
Oneida,1997,"249,079","7,587","3,046.0",693,278.2,"6,894","2,767.8",92,36.9
Oneida,1996,"249,746","7,993","3,200.5",619,247.9,"7,374","2,952.6",83,33.2
Oneida,1995,"249,082","8,044","3,229.5",617,247.7,"7,427","2,981.7",100,40.1
Oneida,1994,"253,006","7,896","3,120.9",571,225.7,"7,325","2,895.2",90,35.6
Oneida,1993,"253,403","8,240","3,251.7",601,237.2,"7,639","3,014.6",88,34.7
Oneida,1992,"252,609","9,140","3,618.2",617,244.3,"8,523","3,374.0",84,33.3
Oneida,1991,"251,768","9,233","3,667.3",489,194.2,"8,744","3,473.0",60,23.8
Oneida,1990,"250,836","7,748","3,088.9",388,154.7,"7,360","2,934.2",29,11.6
Onondaga,2016,"465,564","11,112","2,386.8","1,415",303.9,"9,697","2,082.9",303,65.1
Onondaga,2015,"467,471","11,574","2,475.9","1,500",320.9,"10,074","2,155.0",277,59.3
Onondaga,2014,"469,355","12,957","2,760.6","1,493",318.1,"11,464","2,442.5",309,65.8
Onondaga,2013,"467,218","13,987","2,993.7","1,491",319.1,"12,496","2,674.6",297,63.6
Onondaga,2012,"469,480","13,645","2,906.4","1,752",373.2,"11,893","2,533.2",341,72.6
Onondaga,2011,"469,125","12,862","2,741.7","1,656",353.0,"11,206","2,388.7",303,64.6
Onondaga,2010,"449,339","13,005","2,894.3","1,608",357.9,"11,397","2,536.4",355,79.0
Onondaga,2009,"451,917","13,397","2,964.5","1,675",370.6,"11,722","2,593.8",301,66.6
Onondaga,2008,"453,316","13,460","2,969.2","1,728",381.2,"11,732","2,588.0",309,68.2
Onondaga,2007,"455,272","13,260","2,912.5","1,815",398.7,"11,445","2,513.9",380,83.5
Onondaga,2006,"459,279","14,204","3,092.7","1,885",410.4,"12,319","2,682.2",392,85.4
Onondaga,2005,"460,464","13,906","3,020.0","1,969",427.6,"11,937","2,592.4",395,85.8
Onondaga,2004,"461,404","14,241","3,086.4","1,674",362.8,"12,567","2,723.6",295,63.9
Onondaga,2003,"461,560","16,123","3,493.2","1,762",381.7,"14,361","3,111.4",311,67.4
Onondaga,2002,"462,710","17,634","3,811.0","1,966",424.9,"15,668","3,386.1",312,67.4
Onondaga,2001,"459,179","17,509","3,813.1","2,023",440.6,"15,486","3,372.5",272,59.2
Onondaga,2000,"475,767","16,445","3,456.5","2,001",420.6,"14,444","3,035.9",318,66.8
Onondaga,1999,"458,838","16,473","3,590.2","1,995",434.8,"14,478","3,155.4",251,54.7
Onondaga,1998,"462,459","17,855","3,860.9","1,866",403.5,"15,989","3,457.4",206,44.5
Onondaga,1997,"472,474","19,625","4,153.7","1,791",379.1,"17,834","3,774.6",267,56.5
Onondaga,1996,"473,732","20,303","4,285.8","1,729",365.0,"18,574","3,920.8",212,44.8
Onondaga,1995,"472,465","20,489","4,336.6","1,804",381.8,"18,685","3,954.8",223,47.2
Onondaga,1994,"475,358","19,688","4,141.7","1,584",333.2,"18,104","3,808.5",190,40.0
Onondaga,1993,"476,098","20,263","4,256.1","1,716",360.4,"18,547","3,895.6",224,47.0
Onondaga,1992,"472,306","21,363","4,523.1","1,915",405.5,"19,448","4,117.7",247,52.3
Onondaga,1991,"470,722","23,254","4,940.1","1,916",407.0,"21,338","4,533.0",188,39.9
Onondaga,1990,"468,973","21,823","4,653.4","1,746",372.3,"20,077","4,281.1",120,25.6
Ontario,2016,"109,105","1,865","1,709.4",164,150.3,"1,701","1,559.0",12,11.0
Ontario,2015,"109,863","1,835","1,670.3",144,131.1,"1,691","1,539.2",9,8.2
Ontario,2014,"109,535","2,182","1,992.1",130,118.7,"2,052","1,873.4",5,4.6
Ontario,2013,"108,796","2,094","1,924.7",122,112.1,"1,972","1,812.6",11,10.1
Ontario,2012,"109,111","2,175","1,993.4",150,137.5,"2,025","1,855.9",14,12.8
Ontario,2011,"108,416","2,103","1,939.8",150,138.4,"1,953","1,801.4",13,12.0
Ontario,2010,"105,010","1,995","1,899.8",128,121.9,"1,867","1,777.9",7,6.7
Ontario,2009,"104,919","1,870","1,782.3",139,132.5,"1,731","1,649.8",25,23.8
Ontario,2008,"104,379","1,897","1,817.4",108,103.5,"1,789","1,713.9",11,10.5
Ontario,2007,"104,638","1,814","1,733.6",99,94.6,"1,715","1,639.0",8,7.6
Ontario,2006,"104,741","1,889","1,803.5",130,124.1,"1,759","1,679.4",9,8.6
Ontario,2005,"103,652","1,725","1,664.2",110,106.1,"1,615","1,558.1",17,16.4
Ontario,2004,"102,642","1,806","1,759.5",88,85.7,"1,718","1,673.8",13,12.7
Ontario,2003,"101,740","2,103","2,067.0",118,116.0,"1,985","1,951.1",10,9.8
Ontario,2002,"101,181","2,067","2,042.9",102,100.8,"1,965","1,942.1",18,17.8
Ontario,2001,"100,408","2,011","2,002.8",97,96.6,"1,914","1,906.2",8,8.0
Ontario,2000,"104,068","1,976","1,898.8",107,102.8,"1,869","1,795.9",18,17.3
Ontario,1999,"99,779","2,308","2,313.1",129,129.3,"2,179","2,183.8",4,4.0
Ontario,1998,"100,186","2,396","2,391.6",113,112.8,"2,283","2,278.8",11,11.0
Ontario,1997,"98,592","2,319","2,352.1",72,73.0,"2,247","2,279.1",6,6.1
Ontario,1996,"98,857","2,463","2,491.5",84,85.0,"2,379","2,406.5",4,4.0
Ontario,1995,"98,595","2,592","2,628.9",128,129.8,"2,464","2,499.1",6,6.1
Ontario,1994,"97,905","2,430","2,482.0",102,104.2,"2,328","2,377.8",4,4.1
Ontario,1993,"98,060","2,561","2,611.7",162,165.2,"2,399","2,446.5",6,6.1
Ontario,1992,"95,773","2,517","2,628.1",136,142.0,"2,381","2,486.1",14,14.6
Ontario,1991,"95,454","2,625","2,750.0",90,94.3,"2,535","2,655.7",2,2.1
Ontario,1990,"95,101","2,588","2,721.3",121,127.2,"2,467","2,594.1",11,11.6
Orange,2016,"375,993","7,321","1,947.1",928,246.8,"6,393","1,700.3",177,47.1
Orange,2015,"376,037","7,244","1,926.4",918,244.1,"6,326","1,682.3",165,43.9
Orange,2014,"376,716","7,853","2,084.6",831,220.6,"7,022","1,864.0",170,45.1
Orange,2013,"375,281","8,593","2,289.8",868,231.3,"7,725","2,058.5",165,44.0
Orange,2012,"376,895","9,499","2,520.3","1,077",285.8,"8,422","2,234.6",163,43.2
Orange,2011,"374,489","9,008","2,405.4","1,016",271.3,"7,992","2,134.1",200,53.4
Orange,2010,"383,475","9,080","2,367.8",996,259.7,"8,084","2,108.1",152,39.6
Orange,2009,"383,829","8,766","2,283.8",942,245.4,"7,824","2,038.4",127,33.1
Orange,2008,"381,554","9,184","2,407.0","1,039",272.3,"8,145","2,134.7",123,32.2
Orange,2007,"380,352","8,781","2,308.7","1,042",274.0,"7,739","2,034.7",118,31.0
Orange,2006,"373,891","8,351","2,233.5",971,259.7,"7,380","1,973.8",96,25.7
Orange,2005,"370,883","8,169","2,202.6",976,263.2,"7,193","1,939.4",145,39.1
Orange,2004,"363,853","7,360","2,022.8",930,255.6,"6,430","1,767.2",92,25.3
Orange,2003,"357,380","7,902","2,211.1",932,260.8,"6,970","1,950.3",76,21.3
Orange,2002,"344,624","8,721","2,530.6","1,239",359.5,"7,482","2,171.1",145,42.1
Orange,2001,"341,995","8,601","2,514.9","1,036",302.9,"7,565","2,212.0",111,32.5
Orange,2000,"348,522","8,755","2,512.0","1,014",290.9,"7,741","2,221.1",99,28.4
Orange,1999,"329,606","8,801","2,670.2","1,005",304.9,"7,796","2,365.2",104,31.6
Orange,1998,"327,847","8,633","2,633.2","1,079",329.1,"7,554","2,304.1",92,28.1
Orange,1997,"319,898","8,985","2,808.7","1,051",328.5,"7,934","2,480.2",80,25.0
Orange,1996,"320,759","9,809","3,058.1","1,145",357.0,"8,664","2,701.1",133,41.5
Orange,1995,"319,910","10,406","3,252.8","1,174",367.0,"9,232","2,885.8",88,27.5
Orange,1994,"316,769","9,969","3,147.1","1,345",424.6,"8,624","2,722.5",132,41.7
Orange,1993,"317,272","10,093","3,181.2","1,195",376.6,"8,898","2,804.5",121,38.1
Orange,1992,"309,812","10,518","3,395.0","1,254",404.8,"9,264","2,990.2",105,33.9
Orange,1991,"308,786","11,207","3,629.4","1,263",409.0,"9,944","3,220.4",80,25.9
Orange,1990,"307,647","11,125","3,616.2","1,339",435.2,"9,786","3,180.9",129,41.9
Orleans,2016,"41,061",748,"1,821.7",78,190.0,670,"1,631.7",9,21.9
Orleans,2015,"41,689",673,"1,614.3",69,165.5,604,"1,448.8",10,24.0
Orleans,2014,"42,149",687,"1,629.9",58,137.6,629,"1,492.3",4,9.5
Orleans,2013,"42,878",747,"1,742.2",59,137.6,688,"1,604.6",4,9.3
Orleans,2012,"42,852",920,"2,146.9",61,142.4,859,"2,004.6",6,14.0
Orleans,2011,"43,076","1,003","2,328.4",81,188.0,922,"2,140.4",5,11.6
Orleans,2010,"41,377","1,063","2,569.1",79,190.9,984,"2,378.1",5,12.1
Orleans,2009,"41,904","1,266","3,021.2",71,169.4,"1,195","2,851.8",8,19.1
Orleans,2008,"42,138","1,107","2,627.1",73,173.2,"1,034","2,453.8",9,21.4
Orleans,2007,"42,956","1,091","2,539.8",91,211.8,"1,000","2,328.0",8,18.6
Orleans,2006,"43,503",940,"2,160.8",89,204.6,851,"1,956.2",3,6.9
Orleans,2005,"44,201",745,"1,685.5",108,244.3,637,"1,441.1",3,6.8
Orleans,2004,"43,713",646,"1,477.8",71,162.4,575,"1,315.4",1,2.3
Orleans,2003,"43,966",498,"1,132.7",70,159.2,428,973.5,5,11.4
Orleans,2002,"44,592",649,"1,455.4",95,213.0,554,"1,242.4",5,11.2
Orleans,2001,"44,252",572,"1,292.6",65,146.9,507,"1,145.7",5,11.3
Orleans,2000,"46,952",689,"1,467.5",57,121.4,632,"1,346.1",1,2.1
Orleans,1999,"44,570",893,"2,003.6",94,210.9,799,"1,792.7",2,4.5
Orleans,1998,"44,828",904,"2,016.6",116,258.8,788,"1,757.8",0,0.0
Orleans,1997,"45,530","1,080","2,372.1",91,199.9,989,"2,172.2",6,13.2
Orleans,1996,"45,653",959,"2,100.6",101,221.2,858,"1,879.4",2,4.4
Orleans,1995,"45,533",859,"1,886.5",83,182.3,776,"1,704.3",8,17.6
Orleans,1994,"43,876",990,"2,256.4",66,150.4,924,"2,105.9",2,4.6
Orleans,1993,"43,946","1,223","2,783.0",99,225.3,"1,124","2,557.7",4,9.1
Orleans,1992,"42,140","1,311","3,111.1",178,422.4,"1,133","2,688.7",3,7.1
Orleans,1991,"42,001","1,313","3,126.1",151,359.5,"1,162","2,766.6",5,11.9
Orleans,1990,"41,846","1,104","2,638.2",159,380.0,945,"2,258.3",4,9.6
Oswego,2016,"118,961","2,302","1,935.1",265,222.8,"2,037","1,712.3",14,11.8
Oswego,2015,"120,368","2,373","1,971.5",251,208.5,"2,122","1,762.9",9,7.5
Oswego,2014,"121,109","2,555","2,109.7",159,131.3,"2,396","1,978.4",7,5.8
Oswego,2013,"121,698","2,678","2,200.5",158,129.8,"2,520","2,070.7",8,6.6
Oswego,2012,"122,888","3,328","2,708.2",206,167.6,"3,122","2,540.5",20,16.3
Oswego,2011,"122,658","3,216","2,621.9",181,147.6,"3,035","2,474.4",17,13.9
Oswego,2010,"119,906","3,288","2,742.1",189,157.6,"3,099","2,584.5",16,13.3
Oswego,2009,"121,238","2,789","2,300.4",176,145.2,"2,613","2,155.3",20,16.5
Oswego,2008,"121,286","2,593","2,137.9",184,151.7,"2,409","1,986.2",29,23.9
Oswego,2007,"122,810","2,641","2,150.5",160,130.3,"2,481","2,020.2",18,14.7
Oswego,2006,"123,703","2,736","2,211.7",158,127.7,"2,578","2,084.0",15,12.1
Oswego,2005,"123,953","2,659","2,145.2",187,150.9,"2,472","1,994.3",8,6.5
Oswego,2004,"123,733","2,632","2,127.2",136,109.9,"2,496","2,017.2",9,7.3
Oswego,2003,"123,141","2,538","2,061.1",142,115.3,"2,396","1,945.7",10,8.1
Oswego,2002,"123,545","3,077","2,490.6",183,148.1,"2,894","2,342.5",17,13.8
Oswego,2001,"122,602","2,994","2,442.0",116,94.6,"2,878","2,347.4",10,8.2
Oswego,2000,"129,184","2,478","1,918.2",111,85.9,"2,367","1,832.3",4,3.1
Oswego,1999,"124,151","2,763","2,225.5",126,101.5,"2,637","2,124.0",3,2.4
Oswego,1998,"125,578","2,885","2,297.4",118,94.0,"2,767","2,203.4",7,5.6
Oswego,1997,"125,533","3,439","2,739.5",156,124.3,"3,283","2,615.2",10,8.0
Oswego,1996,"125,869","3,392","2,694.9",193,153.3,"3,199","2,541.5",5,4.0
Oswego,1995,"125,534","3,354","2,671.8",164,130.6,"3,190","2,541.1",1,0.8
Oswego,1994,"125,283","3,387","2,703.5",75,59.9,"3,312","2,643.6",5,4.0
Oswego,1993,"125,480","3,452","2,751.0",97,77.3,"3,355","2,673.7",12,9.6
Oswego,1992,"122,633","3,553","2,897.3",113,92.1,"3,440","2,805.1",5,4.1
Oswego,1991,"122,224","3,584","2,932.3",136,111.3,"3,448","2,821.0",8,6.5
Oswego,1990,"121,771","3,374","2,770.8",106,87.0,"3,268","2,683.7",4,3.3
Otsego,2016,"59,929",779,"1,299.9",90,150.2,689,"1,149.7",7,11.7
Otsego,2015,"60,737",841,"1,384.7",78,128.4,763,"1,256.2",4,6.6
Otsego,2014,"61,644",837,"1,357.8",51,82.7,786,"1,275.1",7,11.4
Otsego,2013,"61,617",835,"1,355.1",65,105.5,770,"1,249.7",7,11.4
Otsego,2012,"62,251",983,"1,579.1",78,125.3,905,"1,453.8",6,9.6
Otsego,2011,"62,539","1,146","1,832.5",119,190.3,"1,027","1,642.2",18,28.8
Otsego,2010,"60,905","1,145","1,880.0",126,206.9,"1,019","1,673.1",13,21.3
Otsego,2009,"61,976","1,201","1,937.8",140,225.9,"1,061","1,712.0",8,12.9
Otsego,2008,"62,469","1,102","1,764.1",86,137.7,"1,016","1,626.4",10,16.0
Otsego,2007,"62,542","1,185","1,894.7",100,159.9,"1,085","1,734.8",6,9.6
Otsego,2006,"62,914","1,192","1,894.6",146,232.1,"1,046","1,662.6",11,17.5
Otsego,2005,"62,608","1,196","1,910.3",112,178.9,"1,084","1,731.4",10,16.0
Otsego,2004,"62,316","1,206","1,935.3",129,207.0,"1,077","1,728.3",9,14.4
Otsego,2003,"62,176","1,178","1,894.6",133,213.9,"1,045","1,680.7",10,16.1
Otsego,2002,"62,265","1,150","1,846.9",159,255.4,991,"1,591.6",14,22.5
Otsego,2001,"61,789",910,"1,472.8",117,189.4,793,"1,283.4",25,40.5
Otsego,2000,"63,217","1,032","1,632.5",134,212.0,898,"1,420.5",5,7.9
Otsego,1999,"60,859","1,373","2,256.0",167,274.4,"1,206","1,981.6",4,6.6
Otsego,1998,"61,609","1,171","1,900.7",132,214.3,"1,039","1,686.4",7,11.4
Otsego,1997,"61,474","1,453","2,363.6",124,201.7,"1,329","2,161.9",2,3.3
Otsego,1996,"61,638","1,415","2,295.7",101,163.9,"1,314","2,131.8",5,8.1
Otsego,1995,"61,473","1,324","2,153.8",110,178.9,"1,214","1,974.9",6,9.8
Otsego,1994,"61,185","1,243","2,031.5",87,142.2,"1,156","1,889.4",8,13.1
Otsego,1993,"61,281","1,356","2,212.8",96,156.7,"1,260","2,056.1",7,11.4
Otsego,1992,"60,947","1,247","2,046.0",66,108.3,"1,181","1,937.7",4,6.6
Otsego,1991,"60,743","1,374","2,262.0",62,102.1,"1,312","2,159.9",6,9.9
Otsego,1990,"60,517","1,214","2,006.0",66,109.1,"1,148","1,897.0",3,5.0
Putnam,2016,"98,238",603,613.8,37,37.7,566,576.2,2,2.0
Putnam,2015,"99,220",589,593.6,43,43.3,546,550.3,0,0.0
Putnam,2014,"99,778",780,781.7,51,51.1,729,730.6,3,3.0
Putnam,2013,"99,665",772,774.6,49,49.2,723,725.4,3,3.0
Putnam,2012,"100,472",875,870.9,41,40.8,834,830.1,3,3.0
Putnam,2011,"100,158",860,858.6,66,65.9,794,792.7,1,1.0
Putnam,2010,"98,472",934,948.5,69,70.1,865,878.4,7,7.1
Putnam,2009,"99,574",963,967.1,85,85.4,878,881.8,5,5.0
Putnam,2008,"99,894","1,052","1,053.1",83,83.1,969,970.0,4,4.0
Putnam,2007,"100,963",983,973.6,71,70.3,912,903.3,1,1.0
Putnam,2006,"100,776",963,955.6,93,92.3,870,863.3,11,10.9
Putnam,2005,"100,714","1,112","1,104.1",95,94.3,"1,017","1,009.8",5,5.0
Putnam,2004,"99,742","1,089","1,091.8",77,77.2,"1,012","1,014.6",4,4.0
Putnam,2003,"98,424","1,188","1,207.0",79,80.3,"1,109","1,126.8",6,6.1
Putnam,2002,"96,658","1,282","1,326.3",73,75.5,"1,209","1,250.8",3,3.1
Putnam,2001,"95,921","1,099","1,145.7",91,94.9,"1,008","1,050.9",7,7.3
Putnam,2000,"98,909","1,071","1,082.8",53,53.6,"1,018","1,029.2",1,1.0
Putnam,1999,"93,467","1,220","1,305.3",66,70.6,"1,154","1,234.7",11,11.8
Putnam,1998,"92,576","1,289","1,392.4",70,75.6,"1,219","1,316.8",8,8.6
Putnam,1997,"89,052","1,296","1,455.3",60,67.4,"1,236","1,388.0",5,5.6
Putnam,1996,"89,290","1,375","1,539.9",70,78.4,"1,305","1,461.5",3,3.4
Putnam,1995,"89,053","1,354","1,520.4",60,67.4,"1,294","1,453.1",11,12.4
Putnam,1994,"87,473","1,391","1,590.2",64,73.2,"1,327","1,517.0",4,4.6
Putnam,1993,"87,611","1,543","1,761.2",79,90.2,"1,464","1,671.0",8,9.1
Putnam,1992,"84,535","1,673","1,979.1",107,126.6,"1,566","1,852.5",5,5.9
Putnam,1991,"84,254","1,843","2,187.4",109,129.4,"1,734","2,058.1",7,8.3
Putnam,1990,"83,941","1,903","2,267.1",135,160.8,"1,768","2,106.2",8,9.5
Queens,2016,"2,343,667","33,800","1,442.2","9,356",399.2,"24,444","1,043.0",,
Queens,2015,"2,337,925","35,920","1,536.4","9,854",421.5,"26,066","1,114.9",,
Queens,2014,"2,313,385.074","38,030","1,643.9","9,800",423.6,"28,230","1,220.3",,
Queens,2013,"2,292,142.398","39,913","1,741.3","10,740",468.6,"29,173","1,272.7",,
Queens,2012,"2,261,905.758","40,199","1,777.2","10,753",475.4,"29,446","1,301.8",,
Queens,2011,"2,240,748","39,863","1,779.0","10,311",460.2,"29,552","1,318.8",,
Queens,2010,"2,291,352","38,808","1,693.7","9,725",424.4,"29,083","1,269.3",,
Queens,2009,"2,303,205","38,925","1,690.0","9,299",403.7,"29,626","1,286.3",,
Queens,2008,"2,289,695","41,349","1,805.9","9,689",423.2,"31,660","1,382.7",,
Queens,2007,"2,252,334","42,630","1,892.7","9,846",437.1,"32,784","1,455.6",,
Queens,2006,"2,245,375","44,108","1,964.4","10,102",449.9,"34,006","1,514.5",,
Queens,2005,"2,231,815","45,122","2,021.8","10,250",459.3,"34,872","1,562.5",,
Queens,2004,"2,227,863","48,142","2,160.9","10,323",463.4,"37,819","1,697.5",,
Queens,2003,"2,243,164","50,442","2,248.7","11,106",495.1,"39,336","1,753.6",,
Queens,2002,"2,158,613","56,889","2,635.4","12,625",584.9,"44,264","2,050.6",,
Queens,2001,"2,142,146","59,338","2,770.0","12,991",606.4,"46,347","2,163.6","1,870",87.3
Queens,2000,"2,068,318","64,662","3,126.3","14,349",693.8,"50,313","2,432.6","2,053",99.3
Queens,1999,"1,983,613","70,598","3,559.1","15,700",791.5,"54,898","2,767.6","2,341",118.0
Queens,1998,"1,964,518","75,665","3,851.6","16,492",839.5,"59,173","3,012.1","2,459",125.2
Queens,1997,"1,954,567","85,894","4,394.5","17,832",912.3,"68,062","3,482.2","2,992",153.1
Queens,1996,"1,959,672","93,823","4,787.7","18,786",958.6,"75,037","3,829.1","4,151",211.8
Queens,1995,"1,954,319","107,935","5,522.9","21,789","1,114.9","86,146","4,408.0","5,438",278.3
Queens,1994,"1,958,772","129,050","6,588.3","25,412","1,297.3","103,638","5,291.0","7,559",385.9
Queens,1993,"1,961,718","149,016","7,596.2","28,565","1,456.1","120,451","6,140.1","9,488",483.7
Queens,1992,"1,969,950","151,896","7,710.7","30,816","1,564.3","121,080","6,146.3","10,936",555.1
Queens,1991,"1,962,456","160,205","8,163.5","31,821","1,621.5","128,384","6,542.0","11,173",569.3
Queens,1990,"1,955,125","165,179","8,448.5","30,441","1,557.0","134,738","6,891.5","9,832",502.9
Rensselaer,2016,"159,384","3,614","2,267.5",471,295.5,"3,143","1,972.0",87,54.6
Rensselaer,2015,"159,567","4,195","2,629.0",546,342.2,"3,649","2,286.8",104,65.2
Rensselaer,2014,"160,303","4,259","2,656.8",471,293.8,"3,788","2,363.0",95,59.3
Rensselaer,2013,"160,153","4,137","2,583.2",471,294.1,"3,666","2,289.1",90,56.2
Rensselaer,2012,"160,255","4,647","2,899.8",447,278.9,"4,200","2,620.8",102,63.6
Rensselaer,2011,"160,146","4,687","2,926.7",485,302.8,"4,202","2,623.9",112,69.9
Rensselaer,2010,"154,087","4,853","3,149.5",546,354.3,"4,307","2,795.2",93,60.4
Rensselaer,2009,"155,511","4,809","3,092.4",513,329.9,"4,296","2,762.5",96,61.7
Rensselaer,2008,"155,621","4,770","3,065.1",547,351.5,"4,223","2,713.6",89,57.2
Rensselaer,2007,"155,251","4,539","2,923.7",495,318.8,"4,044","2,604.8",84,54.1
Rensselaer,2006,"155,667","4,695","3,016.1",559,359.1,"4,136","2,657.0",109,70.0
